date	calories	gsr	heart-rate	skin-temp	steps
2015-02-03 09:32Z	1.2	0.00829214	49	92.3	0
2015-02-03 09:33Z	1.1	0.00860853	48	92.3	0
2015-02-03 09:34Z	1.2	0.00889939	49	92.3	0
2015-02-03 09:35Z	1.1	0.00859664	48	92.3	0
2015-02-03 09:36Z	1.2	0.00851966	49	92.3	0
2015-02-03 09:37Z	1.1	0.00859022	48	92.3	0
2015-02-03 09:38Z	1.2	0.0090256	48	92.3	0
2015-02-03 09:39Z	1.2	0.00890853	48	92.3	0
2015-02-03 09:40Z	1.1	0.0087427	48	92.3	0
2015-02-03 09:41Z	1.2	0.00879389	49	92.3	0
2015-02-03 09:42Z	1.1	0.00845489	48	92.3375	0
2015-02-03 09:43Z	1.2	0.00862112	48	92.4313	0
2015-02-03 09:44Z	1.4	0.00848473	54	92.4875	0
2015-02-03 09:45Z	1.7	0.00738461	59	92.525	0
2015-02-03 09:46Z	1.2	0.00723376	51	92.525	0
2015-02-03 09:47Z	1.3	0.00778052	50	92.525	0
2015-02-03 09:48Z	1.1	0.00786477	51	92.525	0
2015-02-03 09:49Z	1.2	0.00831487	50	92.525	0
2015-02-03 09:50Z	1.2	0.00828409	50	92.6562	0
2015-02-03 09:51Z	1.2	0.00794704	50	92.75	0
2015-02-03 09:52Z	1.2	0.00830706	50	92.8438	0
2015-02-03 09:53Z	1.4	0.0083542	53	92.975	0
2015-02-03 09:54Z	1.5	0.00786329	59	92.975	0
2015-02-03 09:55Z	1.3	0.00706982	58	92.975	0
2015-02-03 09:56Z	1.1	0.00755556	50	92.975	0
2015-02-03 09:57Z	1.2	0.00842713	49	93.2	0
2015-02-03 09:58Z	1.2	0.008922	49	93.2	0
2015-02-03 09:59Z	1.4	0.00968829	51	93.2375	0
2015-02-03 10:00Z	1.2	0.0100012	50	93.425	0
2015-02-03 10:01Z	1.3	0.00995825	49	93.425	0
2015-02-03 10:02Z	1.5	0.00642044	52	93.425	0
2015-02-03 10:03Z	1.2	0.00579593	51	93.425	0
2015-02-03 10:04Z	1.2	0.00561709	50	93.5188	0
2015-02-03 10:05Z	1.3	0.00573356	57	93.65	0
2015-02-03 10:06Z	1.2	0.00607351	59	93.8187	0
2015-02-03 10:07Z	1.2	0.00650952	51	93.9125	0
2015-02-03 10:08Z	1.1	0.0066713	49	94.1	0
2015-02-03 10:09Z	1.2	0.00682537	52	94.2688	0
2015-02-03 10:10Z	1	0.00716023	49	94.3625	0
2015-02-03 10:11Z	1.1	0.00732601	49	94.55	0
2015-02-03 10:12Z	1.1	0.00764115	49	94.6813	0
2015-02-03 10:13Z	1.2	0.00765947	50	94.775	0
2015-02-03 10:14Z	1.2	0.00807308	51	94.8688	0
2015-02-03 10:15Z	1.1	0.00874176	51	95	0
2015-02-03 10:16Z	1.1	0.00806493	51	95	0
